Company,Time,Net Income,Cash from Operations,Cash from Investing,Cash from Financing,Net Change in Cash,Levered Free Cash Flow,Unlevered Free Cash Flow,Free Cash Flow / Share,Price_Change
PRGO,2016-12-01,-4010.8,-109.4,2854.5,568.5,3382.8,929.0,1062.0,-0.61,-61.47
SBOW,2015-12-01,-1370.6,-264.1,102.8,193.2,32.0,-63.9,-62.0,-0.36,-3.96
TNK,2012-12-01,-257.1,3.5,-1.6,2.1,4.1,338.7,313.5,-0.07,-4.96
POR,2011-12-01,22.0,62.0,131.0,-164.0,29.0,107.9,109.7,2.81,3.59
CMCSA,2019-12-01,1326.0,1400.0,36013.0,-36321.0,1342.0,274.2,914.7,0.02,10.92
FLO,2019-12-01,7.3,71.1,204.7,-310.2,-34.5,56.6,58.6,0.31,3.27
CSX,2013-12-01,1.0,321.0,50.0,-564.0,-193.0,434.1,431.6,0.36,9.04
QCOM,2015-09-01,-2696.0,-3381.0,-1933.0,3219.0,-2112.0,-1794.5,-1732.6,-1.79,-21.04
FIZZ,2012-04-01,3.2,-17.6,1.4,105.6,89.5,-8.1,-8.1,-0.35,0.74
HOLX,2017-09-01,424.7,-789.9,354.2,361.5,-64.9,-126.2,-127.5,-2.86,-2.14
FFIV,2014-09-01,33.9,49.3,503.1,-438.7,113.3,23.5,23.5,0.96,32.93
PRGO,2012-06-01,62.4,139.4,-573.5,517.5,92.1,-306.8,-294.9,1.46,30.06
LEG,2018-12-01,13.3,-3.4,-112.8,-332.4,-502.2,57.7,67.1,0.0,-11.89
ABC,2016-09-01,1566.1,-743.7,-238.0,1197.2,215.5,42.4,61.5,-4.16,-14.21
DTE,2017-12-01,266.0,33.0,828.0,-938.0,-77.0,-494.8,-454.9,-0.96,10.95
ALL,2015-12-01,-679.0,380.0,-879.0,355.0,-144.0,-294.8,-313.6,1.34,-8.16
NFLX,2017-12-01,372.2,-311.9,-15.5,1985.4,1697.0,1423.9,1479.0,-0.67,68.16
UAL,2019-12-01,887.0,745.0,-105.0,221.0,861.0,237.7,263.2,1.6,4.36
SLB,2016-12-01,-3759.0,-2311.0,9628.0,-6802.0,473.0,-2018.6,-1878.7,-1.85,14.2
MAS,2013-12-01,402.0,364.0,-48.0,194.0,496.0,51.2,39.4,1.02,5.37
CMC,2017-08-01,-8.5,-1110.2,749.1,53.2,-307.8,-235.5,-247.3,-10.05,3.37
MGM,2012-12-01,-4882.3,234.3,-425.1,-1498.9,-1689.3,-307.9,-268.9,0.23,1.21
MRWSY,2014-02-01,-1409.8,-557.8,-136.2,605.5,-88.5,-809.0,-789.7,-0.29,0.2
PRU,2012-12-01,-3112.0,8532.0,-2125.0,-3404.0,2513.0,5779.4,5825.6,19.05,3.21
FISV,2018-12-01,-59.0,93.0,-6.0,-22.0,65.0,-35.2,-20.5,0.17,7.93
AAL,2013-12-01,42.0,-610.0,-2243.0,3316.0,463.0,2002.0,2142.0,-6.28,11.75
MMM,2011-12-01,198.0,110.0,-92.0,-1491.0,-1495.0,-715.1,-724.5,-0.21,-4.57
NOC,2018-12-01,360.0,1214.0,-7989.0,-11555.0,-18330.0,-1251.5,-1125.2,5.18,-62.01
WAB,2012-12-01,81.6,-11.2,-38.7,-77.9,-118.5,-59.3,-59.8,-0.09,8.79
ALB,2018-12-01,638.7,242.2,54.1,300.4,550.5,102.6,96.2,-1.3,-50.82
GIS,2018-05-01,473.5,425.8,-8038.5,7192.9,-369.5,514.6,535.5,0.9,-14.45
AAL,2016-12-01,-5026.0,275.0,-108.0,365.0,532.0,-466.4,-397.0,1.29,4.34
IAG,2017-12-01,449.0,-15.8,-16.0,-139.1,-158.9,-207.5,-218.7,0.1,1.98
MCK,2016-03-01,782.0,560.0,-880.0,-2485.0,-2441.0,-2593.8,-2607.0,1.96,-68.95
PPL,2016-12-01,1220.0,275.0,662.0,-507.0,60.0,1219.9,1230.5,1.39,-0.08
ORLY,2015-12-01,153.0,155.1,16.2,-324.8,-153.5,163.5,165.9,2.03,60.8
COG,2015-12-01,-218.4,-486.8,671.5,-202.7,-18.0,-176.8,-162.1,0.56,-11.92
ISRG,2016-12-01,149.5,280.8,-429.9,355.3,207.7,290.9,290.9,2.47,29.34
AOS,2018-12-01,147.7,122.5,145.4,-371.0,-103.1,102.1,101.0,0.79,-18.58
UNFI,2017-07-01,4.4,-23.3,290.9,-273.4,-4.4,23.8,24.0,-0.77,-11.45
SMG,2015-09-01,-6.7,6.0,-380.8,403.2,22.6,-372.9,-372.0,-4.37,5.82
DGX,2013-12-01,293.0,-535.0,545.0,-284.0,-240.0,159.6,155.8,-0.43,-4.73
HOLX,2012-09-01,-230.8,-85.8,-3584.2,3320.4,-348.6,-288.7,-268.2,-0.42,5.01
GPK,2019-12-01,-14.3,1039.6,-913.4,-50.1,79.3,478.3,488.6,3.54,6.01
BAX,2016-12-01,3997.0,-117.0,1092.0,157.0,1300.0,-886.2,-921.9,0.12,6.19
ZBH,2011-12-01,163.9,-16.6,102.5,33.8,122.2,175.2,172.1,0.27,-0.26
BWA,2014-12-01,31.5,83.0,-280.3,-66.3,-365.5,-183.1,-181.7,-0.27,-0.96
AOS,2014-12-01,38.1,-15.6,-197.8,38.3,-175.1,-28.2,-28.1,0.0,1.23
VRTX,2013-12-01,-338.0,-328.5,313.2,76.2,65.8,-166.6,-161.7,-1.69,32.4
NRG,2011-12-01,-280.0,-457.0,-1424.0,-618.0,-2493.0,-2476.3,-2422.4,-8.35,-1.42
LB,2013-02-01,-97.0,85.0,-305.0,255.0,33.0,-7.2,36.5,-0.13,6.46
TMO,2014-12-01,621.1,608.9,-11519.4,1486.1,-9502.9,477.1,613.2,0.7,13.94
CENT,2015-09-01,23.2,-39.1,-14.7,-40.6,-94.6,-56.0,-56.6,-0.89,7.72
PKG,2013-12-01,281.1,204.0,-1303.9,1032.4,-67.5,-25.6,-37.4,1.01,24.81
AUY,2014-12-01,-936.9,-123.7,-43.4,256.3,101.5,205.1,236.9,0.25,-4.6
RAD,2016-02-01,-1943.7,365.9,-1808.2,1481.3,39.1,151.8,19.6,8.16,-0.6
KO,2018-12-01,5186.0,586.0,8239.0,-2900.0,5422.0,10697.7,10758.4,0.19,1.47
STZ,2017-02-01,473.7,282.3,745.6,-910.8,121.3,294.4,293.8,1.3,17.38
SEE,2015-12-01,77.3,1200.9,66.3,-467.5,776.7,896.2,848.3,5.68,2.17
BSX,2019-12-01,3029.0,1526.0,-3120.0,1541.0,-34.0,853.2,998.3,1.03,9.88
EBAY,2011-12-01,1428.0,528.0,-1023.0,-2073.0,-2463.0,203.7,216.8,0.24,1.06
WAT,2016-12-01,52.4,69.7,-88.2,-33.2,-47.5,65.4,70.8,1.07,-0.19
BBL,2019-06-01,4601.0,-590.0,8528.0,-9637.0,-1925.0,20747.4,20751.8,-0.3,8.27
LNC,2011-12-01,-681.0,-444.0,3505.0,151.0,3212.0,256.8,258.8,-1.4,-8.39
ROST,2014-02-01,50.5,42.4,-138.1,-124.8,-220.5,-103.2,-107.8,-0.16,7.4
CB,2012-12-01,1166.0,525.0,-403.0,15.0,159.0,2083.5,2083.5,1.5,9.68
ANSS,2015-12-01,-2.2,-9.6,67.3,-114.3,-49.5,-28.5,-29.0,0.11,10.5
AJG,2018-12-01,152.2,-89.1,-399.3,209.8,-435.6,374.0,382.9,-0.52,10.42
POR,2016-12-01,21.0,42.0,-63.0,146.0,125.0,72.4,69.9,0.68,6.96
UHS,2017-12-01,49.9,-86.2,470.5,-348.0,40.6,-188.8,-176.2,-1.24,6.97
ANTM,2012-12-01,8.8,-629.8,-3609.6,4108.1,-129.8,-1783.2,-1732.2,-1.09,-5.33
PSMT,2017-08-01,2.0,-19.1,-57.0,-4.9,-81.1,-87.5,-87.0,-2.56,-2.28
LH,2014-12-01,-62.6,-79.7,9.5,317.7,238.8,-80.2,-72.1,-0.52,16.53
MTRN,2017-12-01,-14.2,-0.4,-6.0,7.7,3.2,-17.7,-17.6,0.37,9.0
INTU,2014-07-01,49.0,80.0,436.0,-1289.0,-776.0,160.8,161.5,0.48,18.05
TSCO,2017-12-01,-14.5,-19.2,131.3,-47.0,65.1,-38.8,-33.7,-0.21,-1.06
LMT,2011-12-01,-223.0,452.0,-215.0,1214.0,1451.0,-80.7,-75.1,2.23,10.99
FDP,2014-12-01,176.8,122.0,1.7,-139.9,-11.0,133.1,133.3,2.36,5.25
ATVI,2011-12-01,667.0,-424.0,578.0,245.0,309.0,-737.3,-738.0,-0.28,-0.12
CWCO,2013-12-01,-0.7,-2.2,-10.9,16.4,3.4,0.4,0.2,-0.13,6.7
CSCO,2016-07-01,1758.0,1018.0,1971.0,-2386.0,603.0,-478.4,-409.6,0.24,2.11
DE,2016-10-01,-416.1,10.9,-118.5,-268.3,-201.6,-2437.0,-2435.6,-0.22,8.73
EIX,2016-12-01,291.0,-1255.0,489.0,683.0,-83.0,-446.7,-424.2,-2.39,12.78
DTE,2013-12-01,51.0,-55.0,-137.0,182.0,-10.0,272.6,270.1,-0.68,6.34
ITW,2013-12-01,-1191.0,456.0,-1503.0,431.0,-762.0,-938.9,-922.6,1.24,23.27
MTRN,2018-12-01,9.3,8.6,9.6,1.8,18.4,15.2,15.2,0.15,-3.61
PGR,2017-12-01,561.2,1024.1,-926.0,-50.5,46.9,-6526.4,-6518.8,1.87,20.82
RE,2012-12-01,909.5,-23.1,2.4,-134.8,-101.8,339.1,340.0,0.05,25.86
VFC,2016-12-01,-157.5,277.0,210.4,-236.7,310.7,447.7,451.4,0.95,-8.7
CLPHY,2017-12-01,184.7,72.0,-1072.2,1092.2,147.6,-573.0,-577.8,0.03,1.14
DUK,2016-12-01,-664.0,163.0,-6251.0,6853.0,140.0,-777.6,-534.5,-1.4,6.23
NRG,2019-12-01,4170.0,36.0,761.0,-622.0,245.0,590.3,549.5,1.24,0.15
POR,2013-12-01,-36.0,50.0,-398.0,437.0,89.0,-315.6,-318.1,-3.99,2.84
PVH,2012-01-01,221.3,131.5,2474.4,-2870.2,-283.3,154.8,155.2,0.67,18.82
WEC,2012-12-01,20.1,180.5,162.9,-311.5,31.9,396.6,404.3,1.33,1.89
IBM,2013-12-01,-121.0,-2101.0,1678.0,2093.0,1815.0,-5232.9,-5268.5,-0.82,-3.98
EOG,2013-12-01,1626.8,2092.6,-195.5,-1713.7,181.1,1479.8,1493.5,4.46,23.52
AGI,2014-12-01,7.2,14.1,121.6,271.9,407.0,159.3,170.0,-0.13,-5.0
NXST,2011-12-01,-10.1,-19.0,-41.3,33.1,-27.0,-20.4,-12.7,-0.66,1.85
TROW,2016-12-01,-8.0,-1360.0,-2.8,1796.9,432.0,-87.2,-87.2,-5.33,3.77
SSRM,2015-12-01,2.1,5.3,254.4,-5.7,258.2,94.4,95.8,-0.26,0.18
HUM,2017-12-01,1834.0,2115.0,-1579.0,-1677.0,-1141.0,1223.0,1256.2,14.98,44.04
INTU,2013-07-01,66.0,120.0,-260.0,1082.0,945.0,80.5,68.0,0.39,5.9
HAS,2014-12-01,129.7,53.3,217.2,110.0,378.0,-38.7,-46.5,0.44,-0.02
HWKN,2012-04-01,2.4,5.2,1.0,3.2,9.4,-1.6,-1.6,-0.25,-12.31
GL,2015-12-01,-15.8,255.4,-283.2,-25.7,-33.7,-737.3,-737.0,2.19,2.99
KO,2011-12-01,-3203.0,-58.0,1881.0,1231.0,2790.0,-93.6,-291.1,-0.16,2.1
SO,2015-12-01,404.0,459.0,-872.0,1056.0,643.0,-652.4,-658.1,0.01,-2.32
UNFI,2011-07-01,8.4,-16.3,56.0,-39.7,-0.4,1.9,1.3,-0.07,8.02
SFTBF,2012-03-01,1517.8,-983.9,-1367.1,2413.3,106.9,1121.9,809.2,-1.86,-5.19
ETR,2014-12-01,228.8,700.4,-352.9,128.6,476.3,606.4,626.6,4.8,24.21
THS,2015-12-01,25.0,61.0,1003.6,-1081.5,-22.6,228.1,230.3,1.43,-7.07
NTAP,2013-04-01,-100.1,-76.3,2081.8,922.5,2934.8,439.3,442.6,0.1,-3.94
T,2013-12-01,11154.0,-4380.0,-3444.0,4472.0,-3352.0,5698.9,6008.9,-0.82,1.45
OKE,2012-12-01,0.0,-352.5,-442.6,1279.8,484.7,-928.6,-965.7,-4.28,-0.52
IT,2013-12-01,16.9,35.9,18.2,-81.3,-33.0,62.2,61.8,0.48,25.03
FDP,2016-01-01,-80.0,6.5,35.5,-45.1,-0.8,26.3,26.9,0.54,7.26
PH,2011-06-01,495.0,-51.9,-98.7,-265.8,-306.0,-112.4,-114.8,-0.81,34.28
MDLZ,2017-12-01,1193.0,-245.0,728.0,-1499.0,-851.0,-202.7,-337.7,0.0,-1.53
USNA,2015-01-01,-2.4,6.3,5.3,-102.8,-92.7,1.6,1.7,-0.11,11.23
CPYYY,2017-12-01,-1617.6,-468.5,1032.7,-771.8,-306.5,1180.3,1228.0,-0.13,-4.1
GSS,2019-12-01,-49.3,30.4,-19.4,-122.8,-111.8,-2.0,-3.4,0.16,0.66
VFF,2018-12-01,-2.7,-5.4,-11.8,20.2,3.1,-12.3,-12.3,-0.15,-2.85
PEP,2018-12-01,7658.0,-615.0,8967.0,-9583.0,-1376.0,1567.7,1801.5,-0.63,-9.44
NOC,2019-12-01,-981.0,470.0,7671.0,2171.0,10312.0,1065.0,1043.7,3.07,99.07
XEC,2016-12-01,2170.8,-99.9,316.2,-716.3,-500.0,324.0,328.4,2.45,46.52
HHS,2017-12-01,89.0,-45.4,-105.4,83.8,-67.0,-221.8,-220.7,-7.17,-5.61
DPZ,2014-12-01,19.6,-1.7,42.3,15.9,56.9,35.1,34.3,-0.55,24.52
WLTW,2019-12-01,349.0,-207.0,-1273.0,1300.0,-141.0,-6.1,10.1,-1.4,50.08
LUV,2011-12-01,-281.0,-205.0,243.0,-617.0,-579.0,-310.8,-290.1,-0.93,-4.42
BIIB,2019-12-01,1457.8,890.9,2516.8,-1388.4,2038.3,839.5,831.2,8.38,-4.19
ALL,2016-12-01,-294.0,377.0,-3268.0,2994.0,103.0,-2974.9,-2973.0,1.59,12.03
CNX,2017-12-01,1228.8,184.4,-709.3,1006.5,481.7,-615.8,-630.3,-1.2,-3.6
EQT,2015-12-01,-301.8,-197.8,-81.4,571.2,292.0,64.9,71.2,-1.15,-14.6
MRK,2012-12-01,-104.0,-2361.0,-3915.0,3637.0,-2711.0,-919.5,-907.6,-0.82,3.24
PHM,2014-12-01,-2145.8,-573.2,-76.6,130.5,-519.4,-789.7,-789.6,-1.52,1.09
HSIC,2017-12-01,-100.5,-97.1,-25.9,214.7,122.0,-422.9,-410.9,-0.46,-4.68
MRO,2017-12-01,-3583.0,992.0,-1224.0,-3071.0,-3294.0,-158.0,-184.9,0.26,-0.38
SINA,2013-12-01,13.4,41.1,-247.5,1232.8,1030.7,19.9,19.2,-0.05,31.4
RE,2014-12-01,-60.2,-43.5,-534.6,298.4,-248.2,-177.6,-182.4,0.65,14.43
URI,2011-12-01,127.0,160.0,-642.0,283.0,-201.0,-255.8,-259.1,-3.51,6.8
ES,2017-12-01,45.7,-212.0,-1079.0,1231.4,-59.7,-288.0,-275.0,-1.84,7.95
PKX,2013-12-01,-993.0,-2280.1,-2489.6,4199.4,-524.1,-1310.1,-1432.9,-25.22,-4.15
NKE,2015-05-01,580.0,1667.0,1032.0,124.0,2749.0,480.8,478.4,0.95,12.39
TOT,2014-12-01,-6984.0,-2905.0,3713.0,7430.0,5190.0,-66.5,-157.7,0.24,-10.07
IBM,2016-12-01,-1318.0,-171.0,-2769.0,3496.0,978.0,392.9,494.2,0.15,28.37
ASH,2011-09-01,273.0,-261.0,-1151.0,1647.0,255.0,-114.1,-101.0,-3.47,-2.26
CERN,2011-12-01,69.3,89.9,-44.2,14.1,55.8,78.2,77.3,0.2,5.92
NKE,2013-05-01,261.0,1208.0,-1526.0,1055.0,706.0,1848.7,1845.7,0.67,3.78
GIS,2017-05-01,-39.9,-349.0,-740.3,672.6,-427.1,-694.3,-700.5,-0.45,-6.04
V,2017-09-01,708.0,3743.0,11651.0,-13401.0,2263.0,-154.7,-69.7,1.63,22.54
AAP,2017-12-01,15.9,77.5,83.4,202.2,367.4,198.7,198.0,1.98,-69.43
USM,2015-12-01,284.0,383.0,-79.0,328.0,632.0,347.9,366.1,1.9,0.98
TCEHY,2011-12-01,397.0,250.5,-613.4,70.0,-312.4,-346.7,-342.8,-0.02,-0.36
PRU,2014-12-01,2048.0,10951.0,-754.0,-613.0,10140.0,7044.9,7366.8,23.98,-1.76
PG,2013-06-01,556.0,1589.0,-5202.0,3339.0,-157.0,-335.0,-398.8,0.58,15.74
WMB,2014-12-01,1684.0,-102.0,-6105.0,5924.0,-283.0,-1203.9,-1055.8,-0.68,6.37
CSCO,2015-07-01,1128.0,220.0,-3445.0,4575.0,1350.0,2602.3,2603.5,0.11,3.19
WWE,2012-12-01,6.6,-0.1,17.8,13.2,30.9,-11.2,-10.3,-0.08,-1.43
CHRW,2019-12-01,-87.5,42.5,-40.2,3.9,24.5,22.7,19.4,0.35,-5.89
SSRM,2012-12-01,-24.8,32.3,-68.7,-19.5,-58.8,-15.4,-14.8,0.44,1.07
ETR,2013-12-01,-134.8,248.9,1038.2,-919.0,368.5,1283.6,1296.0,6.13,-0.48
NGG,2016-03-01,732.3,292.9,-2840.2,2920.1,342.8,-256.1,-331.8,0.0,6.83
EIX,2019-12-01,1707.0,-3484.0,-439.0,4821.0,898.0,-742.7,-675.7,-11.16,18.64
GIS,2011-05-01,267.8,-650.1,6.1,562.9,23.0,-999.9,-1009.0,-0.95,4.15
STC,2017-12-01,-6.8,-14.9,-46.2,15.7,-42.4,-26.2,-26.0,-0.58,-3.78
HSY,2012-12-01,31.9,506.9,-133.4,-148.1,225.6,378.0,380.4,2.48,10.44
EFX,2018-12-01,-287.5,-143.8,-112.0,-47.3,-319.9,-116.1,-109.4,-2.07,-24.79
RTX,2015-12-01,1388.0,-938.0,8286.0,-6524.0,806.0,8296.0,8199.8,-0.8,-11.92
CSX,2019-12-01,22.0,209.0,-418.0,-148.0,-357.0,150.8,212.0,0.63,10.23
SFTBF,2014-03-01,1099.0,-275.4,-17122.8,17912.4,657.1,4528.4,5743.2,-3.15,15.2
ALGN,2013-12-01,5.6,52.2,-132.4,-48.4,-129.1,49.4,49.2,0.88,29.39
HHS,2011-12-01,-9.4,-34.0,11.2,24.0,1.6,-65.7,-65.7,-6.11,-36.8
SLF,2011-12-01,-1773.9,3620.8,102.6,-379.6,3474.2,-4269.3,-4293.3,6.22,-11.58
EW,2015-12-01,-316.2,-472.6,316.9,-5.6,-168.8,20.7,20.6,-0.76,5.1
EXPD,2011-12-01,41.5,61.6,-38.1,51.5,51.4,47.0,46.7,0.13,-13.64
ADBE,2013-11-01,-542.8,-347.9,-343.1,-324.4,-1026.1,-103.4,-103.4,-0.56,22.17
ILMN,2019-12-01,176.0,-91.0,2558.0,-1491.0,979.0,241.7,233.6,-0.03,31.81
CNC,2019-12-01,421.0,249.0,3053.0,2220.0,5520.0,-1022.1,-979.0,0.39,5.22
DHR,2019-12-01,357.3,-70.4,1711.3,17163.3,18967.0,406.2,388.5,-0.34,50.36
ROST,2019-02-01,224.7,385.4,-55.6,-382.0,-52.3,86.9,85.4,1.03,16.74
XRAY,2016-12-01,178.7,66.0,114.9,-223.3,-33.7,-3.6,-9.3,-1.03,-3.12
XEC,2015-12-01,-3106.1,-893.7,731.9,134.0,-27.8,414.6,425.9,3.28,-16.62
SNPS,2013-10-01,65.4,10.6,813.0,-341.5,476.8,-70.4,-70.7,-0.13,4.22
SXT,2016-12-01,19.5,55.6,39.4,-77.9,22.2,24.9,25.7,1.25,15.76
LYV,2011-12-01,145.4,-22.8,-605.0,-93.5,-704.3,-456.0,-455.2,-0.35,-3.11
TTWO,2016-03-01,271.2,48.5,-104.4,-48.9,-88.1,113.6,112.0,0.66,12.22
RHI,2013-12-01,42.3,20.0,-24.8,-10.7,-20.2,-49.0,-49.0,0.15,10.17
PRU,2015-12-01,4261.0,-5454.0,9342.0,-5200.0,-785.0,-6031.3,-6410.0,-11.27,-9.05
ADS,2015-12-01,90.2,415.6,1374.5,-1797.2,-16.6,-842.5,-820.2,4.31,-9.48
IAG,2015-12-01,-548.5,-273.9,585.8,60.7,386.3,1072.6,1081.0,-0.14,-1.28
ORAN,2018-12-01,27.3,-1316.3,-269.9,1989.2,452.3,-2681.8,-2700.5,-0.39,-1.21
ADSK,2014-01-01,-18.6,4.4,453.2,-667.9,-214.5,12.4,18.5,0.01,12.37
CNP,2012-12-01,-940.0,-28.0,-397.0,830.0,405.0,199.7,189.0,0.15,-0.84
DIS,2017-09-01,-411.0,-793.0,1647.0,-1739.0,-731.0,131.7,227.2,0.43,5.88
CAH,2013-06-01,-735.0,551.0,-1998.0,729.0,-718.0,429.1,446.6,1.83,5.2
CNX,2018-12-01,415.8,237.1,-672.8,-519.2,-954.9,-34.0,-41.5,-1.16,-3.21
JSAIY,2014-03-01,279.1,76.2,2012.1,53.7,2142.0,3695.5,3708.2,0.1,-1.47
RE,2018-12-01,-393.8,-552.6,453.0,-41.1,-132.1,-139.5,-139.9,-13.53,-3.5
KMX,2019-02-01,178.3,243.6,-6.6,-227.4,9.5,131.9,135.0,1.26,0.18
LMT,2012-12-01,90.0,-2692.0,-389.0,76.0,-3005.0,-1648.0,-1629.9,-7.81,11.39
BRK.B,2016-12-01,-9.0,1156.0,-56224.0,8988.0,-46087.0,1773.3,2165.8,2602.45,30.94
EPD,2012-12-01,373.0,-439.6,-241.2,722.8,42.0,-656.3,-639.1,-0.09,1.85
MED,2011-12-01,-1.1,6.1,6.6,-22.2,-9.5,-3.4,-3.4,0.26,-15.16
MCO,2016-12-01,-674.7,61.1,194.0,-537.4,-243.8,885.9,898.9,0.4,-6.07
LRCX,2015-06-01,23.3,68.5,-840.9,541.2,-241.3,58.1,63.5,0.21,13.77
GPS,2015-01-01,-18.0,424.0,28.0,-503.0,-45.0,53.5,62.2,1.0,-2.56
FLO,2017-12-01,-13.7,-59.2,41.3,24.5,6.7,45.4,46.4,-0.16,-0.66
HBI,2016-01-01,24.4,-281.1,81.5,156.8,-44.7,-392.9,-380.5,-0.78,2.73
VERU,2013-09-01,-1.0,1.4,0.4,0.8,2.6,3.4,3.4,0.05,2.71
AGI,2016-12-01,491.0,75.7,-249.4,-53.2,-224.6,50.8,50.7,0.41,3.55
AES,2015-12-01,-463.0,309.0,-1710.0,1290.0,-112.0,704.6,513.3,0.01,-4.2
SBOW,2019-12-01,40.1,81.6,-39.1,-38.1,4.5,2.2,7.9,5.76,-13.74
WAT,2019-12-01,-1.6,38.7,-914.5,246.8,-614.6,53.9,53.9,0.9,45.0
CNP,2019-12-01,423.0,-498.0,-7214.0,-277.0,-7989.0,-1169.3,-1058.4,-3.02,-0.96
UPS,2015-12-01,1812.0,1704.0,-2508.0,3596.0,2813.0,-226.7,-234.3,1.9,-14.94
AGI,2013-12-01,-208.1,-8.5,-683.2,-192.3,-884.7,8.3,8.7,0.29,-5.46
CERN,2017-12-01,230.5,62.1,-216.1,565.7,431.4,-290.8,-288.6,0.54,20.02
FMC,2011-12-01,193.4,26.8,-204.0,91.3,-87.5,-296.9,-299.7,0.11,2.66
CWCO,2019-12-01,0.9,6.2,18.9,0.7,25.7,22.6,22.6,1.26,4.64
KSS,2013-02-01,-181.0,-874.0,142.0,1136.0,404.0,-596.3,-577.5,-2.45,0.11
MTRN,2019-12-01,29.9,22.8,7.3,-4.5,25.6,10.2,9.7,1.49,14.46
DVN,2017-12-01,1954.0,1409.0,-1605.0,1205.0,1076.0,273.7,217.5,3.86,-4.27
TT,2011-12-01,-299.0,491.4,386.1,-842.7,8.8,1585.1,1582.2,1.4,-13.27
ROP,2013-12-01,54.9,124.7,389.6,-450.3,56.6,131.9,143.2,1.13,27.2
TFX,2018-12-01,48.3,17.5,1636.5,-1347.7,233.8,105.9,119.0,0.05,9.66
NRG,2015-12-01,-6516.0,-161.0,1375.0,-1697.0,-211.0,-694.4,-867.1,-0.65,-15.18
MCHP,2013-03-01,-209.3,47.4,-677.9,590.3,-39.2,160.0,163.4,0.27,-0.43
LRCX,2016-06-01,258.4,564.8,1698.6,1217.2,3488.9,437.0,442.3,3.71,2.71
CAT,2011-12-01,2228.0,1948.0,-9832.0,8632.0,740.0,3412.6,3485.7,0.86,-3.06
SHW,2017-12-01,595.2,575.4,-8743.6,6821.5,-1369.6,266.7,390.5,6.23,141.3
RMD,2015-06-01,7.6,-8.1,-48.1,41.5,-218.2,51.0,50.8,0.03,5.74
TGT,2013-02-01,70.0,-109.0,1325.0,-348.0,908.0,2414.8,2355.5,2.97,12.15
K,2016-01-01,-18.0,-102.0,-554.0,357.0,-362.0,179.5,190.7,-0.17,7.86
KSS,2012-01-01,47.0,389.0,-45.0,-1426.0,-1082.0,105.4,102.3,1.37,-4.79
HIG,2019-12-01,278.0,646.0,-186.0,276.0,200.0,1402.0,1393.8,1.73,16.32
STC,2012-12-01,106.9,97.1,-7.3,-11.1,81.3,125.5,125.6,5.08,14.45
HON,2012-12-01,859.0,684.0,-817.0,-92.0,-112.0,-295.7,-311.3,0.76,8.68
TSCO,2019-12-01,30.0,117.3,61.3,-157.9,20.7,212.0,212.9,1.57,10.0
BA,2012-12-01,-118.0,3485.0,-6126.0,-1777.0,-4398.0,2941.5,2919.7,4.56,2.01
BSX,2013-12-01,3947.0,-170.0,104.0,140.0,70.0,0.6,40.0,-0.11,6.29
FMC,2016-12-01,-279.9,855.9,-483.9,-360.3,16.5,252.6,253.5,6.12,15.1
AEE,2015-12-01,44.0,466.0,-259.0,105.0,312.0,-53.5,-44.7,1.47,-2.9
MHK,2018-12-01,-109.9,-12.3,-91.5,205.0,71.0,227.5,232.3,1.33,-158.94
PGR,2016-12-01,-236.6,439.8,-556.8,2.4,-114.0,9248.5,9251.6,0.64,3.7
HHS,2019-12-01,-43.9,21.3,-2.5,-19.6,0.7,25.8,25.6,3.61,1.16
GWW,2019-12-01,67.0,-15.0,-36.0,-353.0,-389.0,-34.6,-36.5,0.43,56.16
EW,2014-12-01,422.0,549.6,-220.3,-187.9,123.9,129.6,134.3,0.91,10.27
OII,2015-12-01,-197.3,-157.9,-17.7,-205.8,-384.8,107.3,120.0,0.56,-21.29
CMS,2016-12-01,28.0,-11.0,149.0,-208.0,-70.0,-134.0,-109.0,0.13,5.54
J,2017-09-01,83.2,-105.3,-96.6,74.4,-76.5,-169.9,-171.9,-1.18,6.55
NAT,2017-12-01,-200.5,-96.1,140.3,-130.3,-86.1,105.3,111.1,0.6,-5.87
CNC,2014-12-01,106.0,841.0,-506.0,44.0,378.0,772.4,777.5,3.36,11.22
MGM,2014-12-01,21.8,-179.7,-964.1,797.8,-350.2,-405.0,-432.6,-1.13,-2.14
BIIB,2011-12-01,229.1,103.0,-1995.6,1465.0,-422.8,-15.3,-17.3,0.52,39.61
HSIC,2018-12-01,129.6,139.2,149.3,-491.2,-206.7,351.5,367.1,0.94,6.77
AAP,2011-12-01,48.6,162.6,-90.6,-32.6,39.5,86.3,86.7,1.99,5.69
NRG,2018-12-01,2421.0,-233.0,434.0,-388.0,-699.0,-1438.0,-1484.2,-1.17,11.12
DHI,2017-09-01,152.1,-183.7,-51.4,27.3,-207.8,671.3,671.7,-0.69,9.73
MHK,2014-12-01,183.2,137.0,244.3,81.2,467.4,531.8,535.6,-0.83,6.46
CMI,2018-12-01,1142.0,101.0,78.0,-326.0,-315.0,-744.1,-722.5,-0.31,-43.0
NSC,2015-12-01,-444.0,-7.0,-85.0,690.0,598.0,3.5,-1.5,-0.85,-25.02
SFTBF,2013-03-01,147.2,-350.9,-4721.8,7391.7,2405.6,-9310.1,-9348.6,-0.52,8.04
LEN,2017-11-01,-101.3,474.6,-759.3,1445.2,1160.5,-27.6,-26.0,1.74,20.97
