Company,Time,Total Assets,Total Liabilities,Total Equity,Total Shares Out. on Filing Date,Book Value / Share,Tangible Book Value,Tangible Book Value Per Share,Total Debt,Net Debt,Total Revenues,Operating Income,Revenue Per Share,Basic EPS,Normalized Basic EPS,Dividend Per Share,EBITA,EBIT,Normalized Net Income,Net Income,Cash from Operations,Cash from Investing,Cash from Financing,Net Change in Cash,Levered Free Cash Flow,Unlevered Free Cash Flow,Free Cash Flow / Share,Price_Change
GPC,2016-12-01,714.6,666.5,48.2,-1.1,0.55,-165.7,-0.98,251.6,220.3,59.7,-54.6,2.17,-0.04,-0.13,0.17,-48.7,-54.6,-30.8,-18.5,-213.3,-330.4,483.7,-42.7,-443.6,-443.9,-1.65,9.65
ALB,2014-12-01,1638.3,1892.5,-254.2,32.7,-2.91,-182.9,-1.94,1855.2,-157.2,51.2,-282.6,2.52,-3.24,-1.98,0.14,-282.4,-282.6,-177.0,-279.9,59.7,111.6,1897.3,2013.0,71.4,77.5,1.54,-3.26
FISV,2013-12-01,1016.0,848.0,168.0,-25.0,0.59,-741.0,-1.68,618.0,576.0,378.0,43.0,1.0,0.11,0.17,0.0,93.0,43.0,72.5,37.0,200.0,-12.0,-167.0,21.0,165.7,158.9,0.35,9.76
TXT,2012-12-01,-582.0,-828.0,246.0,-8.1,1.19,232.0,0.97,-445.0,-952.0,962.0,444.0,3.08,1.23,0.98,0.0,433.0,444.0,275.6,347.0,-136.0,-465.0,1170.0,574.0,62.6,64.5,-0.7,6.3
MSI,2019-12-01,1233.0,640.0,593.0,6.7,3.8,-57.0,0.68,428.0,684.0,544.0,193.0,2.12,-0.74,0.87,0.22,213.0,193.0,164.3,-98.0,748.0,332.0,-1364.0,-245.0,308.5,306.6,4.04,46.1
USM,2011-12-01,452.5,316.4,136.1,-0.9,2.06,115.2,1.57,12.4,-115.2,165.6,66.7,2.66,0.48,0.37,0.0,66.7,66.7,29.2,38.9,153.5,17.7,2.2,173.3,-175.4,-172.8,-0.39,-5.41
MGEE,2013-12-01,-7.8,-45.9,38.1,0.0,1.1,38.1,1.1,42.0,19.6,49.3,15.2,1.42,0.3,0.3,0.03,15.2,15.2,10.3,10.5,-5.7,-20.5,43.6,17.3,51.7,51.4,-0.76,4.51
ERF,2015-12-01,-1620.8,-348.2,-1272.7,0.6,-6.2,-1207.6,-5.87,-99.8,-102.1,-646.8,-546.2,-3.19,-6.58,-1.89,-0.43,-546.2,-546.2,-388.3,-1356.3,-344.3,356.7,-7.0,4.7,120.7,116.7,-0.1,-6.18
ADI,2019-11-01,954.2,513.3,441.0,-1.9,1.35,997.7,2.63,-702.0,-533.7,-233.6,-153.4,-0.57,-0.37,-0.21,0.24,-153.4,-153.4,-80.4,-144.0,-189.3,20.8,231.2,62.9,258.1,242.8,-0.55,21.03
MAR,2015-12-01,-751.0,639.0,-1390.0,-23.0,-6.15,-1539.0,-7.47,336.0,344.0,115.0,166.0,1.23,0.61,0.48,0.18,167.0,166.0,73.2,106.0,291.0,680.0,-957.0,14.0,269.3,301.8,1.49,-10.99
ROL,2012-12-01,46.8,15.9,31.0,-1.3,0.1,25.2,0.07,0.0,-18.8,65.8,15.2,0.21,0.04,0.03,0.02,16.2,15.2,9.8,10.6,-12.7,-13.5,18.4,-6.6,-2.3,-2.5,-0.04,-0.03
WHR,2019-12-01,534.0,-379.0,913.0,-0.8,14.65,986.0,15.33,-90.0,-544.0,-618.0,56.0,7.62,21.31,3.49,0.2,50.0,56.0,188.8,1367.0,1.0,1035.0,-906.0,169.0,292.2,289.0,1.45,40.66
PKI,2012-01-01,646.7,729.8,-83.2,0.1,-0.36,-909.9,-8.04,518.6,796.4,216.7,-56.6,2.45,-3.27,-0.34,0.0,-37.3,-56.6,-41.3,-383.3,60.6,-1205.0,615.6,-518.1,-56.3,-53.7,0.6,-1.6
ANTM,2014-12-01,2101.8,2615.7,-513.9,-15.7,6.01,-195.8,-0.92,1097.9,528.3,2862.2,473.3,29.87,0.97,1.74,0.25,448.9,473.3,289.9,80.0,317.0,1259.5,-104.7,1462.5,1754.7,1760.6,1.56,33.28
PNW,2018-12-01,645.1,432.1,213.0,0.3,1.79,210.5,1.75,247.5,255.7,125.9,-110.9,1.04,0.19,-0.6,0.16,-114.9,-110.9,-66.0,22.5,159.1,235.7,-407.9,-13.1,608.9,623.8,3.46,0.02
RMD,2017-06-01,211.8,-53.7,265.5,1.5,1.74,297.8,2.07,-94.2,-184.6,228.0,20.8,1.51,-0.09,0.01,0.11,43.5,20.8,2.8,-10.1,-133.8,1043.9,-875.5,76.3,-163.0,-152.3,-1.0,14.64
CHD,2015-12-01,-102.3,-23.6,-78.7,-1.6,-0.1,-105.7,-0.45,-37.5,55.5,97.2,28.0,0.75,0.04,0.05,0.05,36.6,28.0,3.4,-3.5,65.8,147.2,-228.4,-19.1,23.9,25.9,0.34,3.03
TU,2014-12-01,-252.1,855.8,-1107.9,-28.9,-0.77,-1419.6,-1.21,695.9,959.7,-371.6,-12.4,0.02,0.05,0.01,0.02,-15.2,-12.4,-34.2,12.5,-113.5,-918.5,578.1,-453.9,-1537.0,-1512.8,-0.94,3.2
KLAC,2016-06-01,136.4,-131.3,267.7,-1.5,1.75,275.3,1.77,-132.5,-236.7,170.5,276.4,1.81,2.26,1.19,0.08,268.2,276.4,169.6,338.2,153.8,-773.5,666.3,63.3,305.6,316.1,1.22,17.04
TOT,2014-12-01,-9425.0,423.0,-9848.0,7.4,-4.5,-6198.0,-2.84,10475.0,4931.0,-15951.0,-8670.0,-7.4,-3.09,-2.35,-0.31,-8708.0,-8670.0,-5284.8,-6984.0,-2905.0,3713.0,7430.0,5190.0,-66.5,-157.7,0.24,-10.07
BG,2019-12-01,-1108.0,-733.0,-375.0,0.8,-2.03,-30.0,-0.35,377.0,215.0,-4603.0,-1.0,-33.73,-10.99,0.83,0.08,-3.0,-1.0,117.9,-1547.0,456.0,1093.0,-1402.0,141.0,472.4,472.4,3.05,4.11
CTSH,2018-12-01,625.0,-130.0,755.0,-13.0,1.66,-191.0,-0.11,-128.0,417.0,1315.0,267.0,2.74,1.07,0.15,0.35,288.0,267.0,56.9,597.0,185.0,-1045.0,292.0,-655.0,462.3,464.9,0.23,-7.54
SWK,2018-12-01,310.3,775.4,-465.1,-2.7,-2.2,-623.6,-4.67,331.6,680.4,1015.8,132.1,7.23,-4.14,0.38,0.16,143.6,132.1,52.7,-622.1,592.4,577.7,-856.8,178.4,-348.2,-313.6,3.65,-49.95
ECL,2019-12-01,794.6,122.4,672.2,0.3,2.29,633.6,2.22,-112.7,-184.4,238.1,186.2,0.91,0.46,0.46,0.16,188.4,186.2,130.0,129.8,143.0,-169.1,-176.9,-190.2,432.9,419.3,0.66,45.64
BRK.B,2012-12-01,34805.0,12178.0,22627.0,-0.1,14349.09,21656.0,13471.56,2352.0,-6817.0,18587.0,7019.0,11182.68,2762.24,2617.66,0.0,7218.0,7019.0,4330.2,4570.0,474.0,8615.0,1411.0,10621.0,-4933.8,-4873.1,-678.53,13.4
ALK,2017-12-01,784.0,255.0,529.0,-0.5,4.35,530.0,4.33,-392.0,-434.0,1969.0,-86.0,16.12,1.34,-0.74,0.1,-86.0,-86.0,-93.8,163.0,204.0,1493.0,-2083.0,-386.0,-697.7,-662.8,-1.15,-15.22
BTI,2012-12-01,2204.3,2750.8,-546.5,-37.0,-0.17,-934.5,-0.55,1531.0,1610.2,720.0,990.5,0.56,0.73,0.35,0.22,945.5,990.5,606.8,1354.0,88.2,458.2,-127.4,207.7,-218.3,-180.7,-0.08,3.19
RCL,2015-12-01,68.8,290.2,-221.4,-2.2,-0.79,100.5,0.67,84.9,152.5,225.2,331.1,1.38,-0.42,0.97,0.25,331.1,331.1,207.3,-98.3,202.6,27.4,-271.0,-52.3,208.6,223.6,1.83,18.78
PKI,2016-01-01,38.7,-29.6,68.3,-3.2,0.68,120.1,1.05,-33.6,-96.6,34.9,92.2,0.33,0.49,0.5,0.0,87.4,92.2,57.0,54.6,5.5,195.0,-138.0,61.5,142.4,143.3,0.04,4.59
AZO,2011-08-01,298.0,813.4,-515.4,-4.7,-14.89,-515.5,-15.73,441.5,446.7,710.4,175.4,37.52,4.68,4.45,0.0,175.4,175.4,102.4,110.7,95.2,-11.6,-90.3,-6.3,-17.1,-12.5,4.58,97.22
CMCL,2019-12-01,17.9,-28.1,45.9,0.8,3.42,37.9,3.42,-2.7,-0.9,7.0,5.0,0.57,2.83,1.49,0.0,5.0,5.0,16.2,31.2,0.4,1.2,-2.1,-0.7,0.6,0.7,0.06,3.17
PFE,2014-12-01,-4535.0,463.0,-4998.0,-254.0,-0.59,-333.0,-0.07,-91.0,-3749.0,-1979.0,-1357.0,0.25,-1.79,0.12,0.08,-1917.0,-1357.0,38.9,-12868.0,-600.0,4890.0,4788.0,9058.0,-1039.4,-1073.1,0.06,0.52
LNC,2011-12-01,7667.0,7372.0,295.0,-24.5,4.41,1045.0,6.13,-59.0,-1828.0,226.0,110.0,1.04,-1.65,0.24,0.15,110.0,110.0,66.9,-681.0,-444.0,3505.0,151.0,3212.0,256.8,258.8,-1.4,-8.39
CCK,2018-12-01,4599.0,4236.0,363.0,-0.1,2.53,-2781.0,-20.93,3349.0,3166.0,2453.0,70.0,19.15,0.89,-0.15,0.0,179.0,70.0,-25.3,116.0,822.0,-4339.0,3933.0,365.0,-82.8,-0.3,6.36,-14.68
LYV,2015-12-01,187.8,129.9,57.9,1.6,-0.34,-280.1,-1.34,1.6,80.5,378.7,-14.5,1.52,0.16,-0.23,0.0,16.0,-14.5,-46.3,58.3,15.7,101.2,-270.1,-161.7,49.7,52.7,0.01,-1.54
CME,2015-12-01,-4882.1,-4510.4,-371.7,1.1,-1.37,-272.2,-0.73,119.1,-205.2,214.3,216.2,0.58,0.34,0.4,0.12,215.0,216.2,140.3,119.9,241.1,217.0,972.0,1430.1,693.0,692.9,0.78,6.52
IFF,2018-12-01,8290.5,3854.6,4435.9,27.7,35.25,-2496.9,-23.79,2913.9,2647.1,578.8,68.6,2.45,0.08,-0.57,0.18,109.8,68.6,-11.1,41.6,46.8,-4713.3,4913.3,236.4,-327.2,-285.1,-0.29,-18.34
NFLX,2019-12-01,8001.3,5658.0,2343.4,2.2,5.28,2591.2,6.02,6012.4,4788.5,4362.1,999.1,9.76,1.48,1.18,0.0,999.1,999.1,522.4,655.7,-206.8,-48.0,457.2,242.5,7155.0,7283.4,-0.61,55.91
MET,2017-12-01,-178872.0,-170040.0,-8832.0,-50.7,-5.41,-9275.0,-6.29,1099.0,1049.0,1576.0,-791.0,3.06,2.97,-0.41,0.02,-791.0,-791.0,-517.2,3160.0,-2491.0,-11026.0,2591.0,-10301.0,-17585.3,-17568.3,-1.94,2.54
IO,2011-12-01,42.2,-5.8,48.0,0.2,3.76,-18.2,-2.03,-3.6,18.5,10.3,14.0,-2.14,6.3,1.38,0.0,2.4,14.0,14.8,61.6,-3.4,-209.1,102.5,-110.2,-214.8,-211.6,-8.74,-35.25
WMT,2017-01-01,-756.0,2320.0,-3076.0,-111.3,0.05,-3090.0,-0.26,-4204.0,-2366.0,3743.0,-1341.0,6.34,-0.18,-0.18,0.04,-1341.0,-1341.0,-977.2,-1051.0,4121.0,-3221.0,-2787.0,-1317.0,3370.0,3256.9,1.78,0.38
CASY,2012-04-01,163.8,61.7,102.1,0.2,2.63,85.8,2.21,-1.7,1.8,1320.6,24.0,48.16,0.77,0.55,0.09,24.0,24.0,10.8,20.1,33.5,47.4,7.6,88.4,13.4,17.6,0.31,17.32
SNPS,2012-10-01,778.9,336.2,442.7,7.0,1.92,-557.6,-3.91,135.0,438.7,220.4,-22.8,1.47,-0.27,-0.09,0.0,-4.6,-22.8,-12.0,-39.0,45.8,-790.3,521.1,-234.4,72.8,74.1,0.33,5.39
CL,2017-12-01,553.0,327.0,226.0,-7.6,0.21,44.0,0.01,51.0,-159.0,259.0,-50.0,0.49,-0.44,-0.01,0.04,-48.0,-50.0,-37.5,-417.0,-87.0,28.0,-217.0,-125.0,-358.8,-356.3,-0.02,10.01
LEG,2013-12-01,-146.8,-103.8,-43.0,-3.9,-0.12,23.4,0.2,-185.9,-99.5,62.7,-5.8,0.29,-0.36,-0.02,0.04,-9.3,-5.8,-2.7,-50.9,-32.8,218.7,-397.7,-209.2,89.5,86.8,-0.3,3.72
CE,2019-12-01,163.0,644.0,-481.0,-8.5,-2.33,-496.0,-3.24,614.0,581.0,-858.0,-257.0,-2.46,-2.11,-0.99,0.32,-257.0,-257.0,-194.3,-355.0,-104.0,14.0,230.0,161.0,171.7,171.3,-0.34,33.15
DTE,2015-12-01,763.0,310.0,453.0,2.3,1.83,458.0,2.07,717.0,728.0,-1964.0,-218.0,-11.75,-1.06,-0.6,0.15,-219.0,-218.0,-98.8,-178.0,71.0,-144.0,66.0,-7.0,56.6,69.8,0.57,-6.18
NDAQ,2015-12-01,-210.0,-25.0,-185.0,-4.9,-0.19,77.0,0.17,67.0,173.0,-97.0,65.0,-0.38,0.11,0.35,0.32,58.0,65.0,53.7,14.0,95.0,-280.0,60.0,-113.0,22.4,18.6,0.64,10.21
HES,2012-12-01,4305.0,1694.0,2611.0,1.1,7.42,2671.0,7.73,2054.0,1763.0,-9756.0,222.0,-29.11,0.93,2.25,0.0,222.0,222.0,768.1,322.0,676.0,-485.0,1357.0,1548.0,265.2,287.8,-0.17,-3.84
ALK,2018-12-01,166.0,-125.0,291.0,0.1,2.33,297.0,2.4,-467.0,-84.0,370.0,-531.0,2.99,-4.24,-2.65,0.08,-531.0,-531.0,-326.2,-523.0,-395.0,498.0,-55.0,48.0,-275.8,-283.9,-2.67,-12.66
HAS,2013-12-01,76.9,-143.5,220.4,2.2,1.15,96.2,0.65,-224.2,-64.1,-6.8,-68.5,-0.08,-0.38,-0.38,0.16,-60.5,-68.5,-49.6,-49.8,-133.7,-111.5,-121.6,-375.3,93.0,102.0,-1.03,19.11
GIS,2015-05-01,-1313.7,504.2,-1817.9,-13.8,-2.32,-1425.2,-2.65,405.7,938.8,-279.3,-185.5,0.73,-0.88,-0.11,0.12,-185.5,-185.5,-128.6,-603.1,1.8,-1040.4,439.3,-659.0,314.1,320.4,0.04,1.22
CMG,2013-12-01,340.6,48.3,292.4,0.0,9.5,292.3,9.49,0.0,-105.3,483.4,78.6,17.17,1.76,1.75,0.0,78.6,78.6,49.1,49.4,108.8,-72.8,43.1,79.4,54.7,54.7,3.55,235.32
DGX,2014-12-01,909.0,552.0,357.0,0.0,2.45,-205.0,-1.43,404.0,399.0,289.0,-37.0,4.27,-1.75,-0.01,0.12,-22.0,-37.0,-29.5,-293.0,292.0,-1353.0,1192.0,114.0,-418.3,-415.1,-1.5,13.52
AUY,2018-12-01,-750.4,-327.1,-423.3,1.2,-0.35,-274.4,-0.29,-112.5,-56.3,-5.3,72.9,0.0,-0.1,0.05,0.0,67.8,72.9,46.9,-96.1,-79.8,314.6,-352.2,-108.2,386.8,383.7,0.09,-0.76
NTES,2013-12-01,961.9,133.4,828.5,0.2,6.35,826.4,6.33,161.1,-446.0,203.3,123.5,1.67,1.21,0.63,1.41,123.0,123.5,77.6,150.4,187.2,-186.2,76.9,78.2,-378.7,-378.7,1.44,37.03
SNA,2012-12-01,229.4,-42.3,271.7,-0.1,4.64,260.7,4.47,-8.5,-38.6,120.7,63.0,2.07,0.51,0.71,0.1,72.9,63.0,41.3,29.8,200.8,46.5,166.7,415.5,93.0,89.2,3.13,28.37
DLTR,2017-01-01,-199.6,-1182.2,982.6,1.1,4.06,1082.3,4.68,-1024.6,-1154.9,5220.8,474.9,18.24,2.53,1.28,0.0,505.3,474.9,332.7,613.8,870.8,6494.8,-7109.3,258.3,1430.1,1405.0,3.25,-4.13
ROL,2019-12-01,650.3,546.4,103.9,0.3,0.31,-244.1,-0.75,493.3,514.5,193.9,7.8,0.58,-0.09,0.0,0.04,15.8,7.8,0.3,-28.4,22.9,-353.7,290.0,-29.6,13.1,17.4,0.07,-2.94
LRCX,2012-06-01,3950.8,1288.9,2662.0,58.5,7.5,191.9,-5.13,720.0,-20.4,-572.5,-579.2,-4.75,-4.5,-3.08,0.0,-573.3,-579.2,-379.6,-555.0,-382.0,749.6,-1219.7,-873.8,-347.7,-350.2,-2.95,-6.54
ADS,2016-12-01,3164.2,3683.4,-519.2,-3.4,-4.17,-108.7,-5.09,3842.7,3151.5,698.4,-55.9,17.78,-1.53,-0.36,0.52,-57.8,-55.9,-52.1,-80.7,367.4,-928.9,918.5,396.3,1476.4,1497.4,7.44,-48.07
DOV,2016-12-01,1509.9,1354.7,155.1,0.5,0.94,-1059.9,-6.79,866.4,879.4,-913.1,-244.4,-5.2,-2.24,-0.91,0.08,-273.8,-244.4,-149.4,-360.9,27.8,-1468.4,1725.6,306.4,-430.9,-428.2,0.34,10.99
MU,2018-08-01,8040.0,-5751.0,13791.0,7.7,11.07,13729.0,11.18,-6516.0,-7890.0,10069.0,9049.0,7.72,7.6,4.92,0.0,9049.0,9049.0,5861.1,9046.0,9247.0,-679.0,-8125.0,418.0,3083.5,2945.7,4.26,20.55
ARTNA,2013-12-01,12.1,8.5,3.6,0.1,0.23,3.6,0.23,-1.1,-0.9,-1.5,-2.4,-0.27,-0.19,-0.2,0.03,-2.4,-2.4,-1.6,-1.5,-2.4,-0.7,2.5,-0.5,-2.4,-2.3,-0.35,0.52
CMCL,2018-12-01,15.6,6.1,9.6,0.1,0.68,7.2,0.68,4.2,6.1,-1.3,-0.2,-0.12,0.13,-0.03,0.0,-0.2,-0.2,-0.4,1.4,-6.8,1.4,5.6,0.0,-5.9,-5.8,-0.51,-2.14
AAL,2015-12-01,5190.0,1576.0,3614.0,-93.6,6.12,3605.0,5.05,2841.0,3890.0,-1660.0,2211.0,1.88,7.37,2.28,0.2,2185.0,2211.0,1346.9,4728.0,3169.0,-2683.0,-944.0,-458.0,609.3,604.9,2.83,-11.28
TEL,2011-09-01,731.0,303.0,428.0,-19.2,1.74,110.0,0.62,242.0,1014.0,2097.0,255.0,5.67,0.41,0.23,0.04,290.0,255.0,64.2,142.0,100.0,-601.0,-733.0,-1241.0,-1033.4,-1029.6,0.04,-1.08
GTN,2017-12-01,508.4,8.4,500.0,17.4,4.29,166.3,5.62,80.7,-56.6,70.5,-26.0,0.79,2.72,-0.22,0.0,-17.6,-26.0,-14.6,199.7,-30.1,129.3,-190.1,-90.9,47.0,45.5,0.91,5.9
EL,2015-06-01,358.1,573.2,-215.1,-8.4,-0.35,-632.6,-1.53,281.8,385.8,-188.8,-218.7,0.02,-0.25,-0.3,0.14,-217.1,-218.7,-133.1,-115.1,407.8,-1104.4,-38.1,-741.4,809.5,809.9,1.23,12.4
CPYYY,2012-12-01,5219.8,4303.0,916.9,26.9,0.17,37.1,0.0,2187.6,1077.3,3387.8,842.8,0.62,0.26,0.1,0.03,871.4,842.8,527.4,1368.3,945.9,-1978.5,1720.6,691.1,-878.6,-972.9,-0.24,4.18
TELNY,2018-12-01,-2455.3,-1160.3,-1294.9,-34.6,-0.77,-208.3,-0.15,-760.5,-86.8,-1400.5,-274.8,-0.78,0.19,-0.26,-0.02,-366.1,-274.8,-407.4,244.0,-751.2,1399.8,-944.9,-384.4,90.8,46.8,-0.41,-1.45
SSRM,2015-12-01,-114.5,17.5,-132.1,0.0,-1.64,-132.1,-1.64,9.3,-1.3,75.2,6.2,0.93,0.03,0.14,0.0,6.2,6.2,11.3,2.1,5.3,254.4,-5.7,258.2,94.4,95.8,-0.26,0.18
XLNX,2020-03-01,-458.0,88.5,-546.5,-10.1,-1.77,-968.6,-3.59,74.9,983.4,103.7,-132.3,0.46,-0.37,-0.27,0.04,-106.0,-132.3,-68.5,-97.1,99.6,1370.7,-602.3,868.0,98.4,90.6,0.26,-48.85
CTAS,2018-05-01,114.1,-599.6,713.7,0.9,6.52,675.7,6.45,-598.2,-545.4,1153.2,178.8,10.04,3.29,0.85,0.29,217.8,178.8,97.7,361.9,200.3,2174.6,-2442.6,-60.4,299.0,330.8,1.83,56.37
TDG,2012-09-01,946.0,538.1,407.9,1.4,7.49,-327.1,-5.0,484.9,420.6,494.2,200.9,8.94,2.8,1.98,0.0,205.1,200.9,108.9,152.9,153.5,520.7,-751.3,-77.8,84.4,98.4,2.67,34.82
TXT,2017-12-01,-18.0,-91.0,73.0,-8.3,0.98,-178.0,-0.24,232.0,290.0,410.0,-100.0,2.38,-2.4,-0.22,0.0,-97.0,-100.0,-66.9,-655.0,11.0,-209.0,-192.0,-329.0,472.1,476.5,0.16,8.03
WYNN,2015-12-01,1396.3,1585.5,-189.3,0.3,-0.83,-81.9,-0.8,1804.5,2031.4,-1357.8,-607.5,-13.55,-5.32,-2.32,-3.5,-607.5,-607.5,-233.4,-536.3,-525.5,-777.2,1451.9,150.8,-961.4,-952.8,-10.92,-79.57
EPD,2011-12-01,2764.3,2445.8,318.5,75.3,0.13,940.1,0.34,1223.7,1256.0,10573.7,734.4,-34.59,0.66,1.08,0.06,750.3,734.4,1466.9,1726.1,1030.5,474.0,-1559.7,-55.9,-559.7,-558.3,-0.8,2.39
GPC,2013-12-01,873.2,522.6,350.6,-1.2,2.42,-440.3,-2.76,258.8,464.9,1063.9,60.1,7.3,0.26,0.23,0.17,76.1,60.1,32.1,37.0,150.3,-173.7,-46.3,-84.2,84.4,88.5,0.85,19.61
DRI,2017-05-01,709.7,560.0,149.7,-0.8,1.29,-557.9,-4.42,496.6,538.3,236.7,41.1,3.26,0.91,0.4,0.14,41.1,41.1,41.7,104.1,120.0,-1150.6,1250.0,219.4,269.7,257.5,0.53,21.1
FDX,2011-05-01,2483.0,1074.0,1409.0,1.0,3.87,1314.0,3.67,-245.0,-621.0,4570.0,517.0,13.44,0.81,0.97,0.04,498.0,517.0,317.5,268.0,903.0,-638.0,405.0,716.0,-435.2,-430.9,0.9,10.15
PKX,2011-12-01,5623.8,4912.5,711.2,0.2,4.23,13.5,-0.84,4242.0,4583.6,16673.1,-258.2,214.26,-6.86,-7.67,-0.3,-210.5,-258.2,-584.6,-519.7,-1738.2,1415.7,128.7,-184.9,567.4,664.7,-17.98,-25.59
LMT,2013-12-01,-2469.0,-7348.0,4879.0,-2.0,15.3,5057.0,15.63,-156.0,-875.0,-1824.0,395.0,-4.41,0.81,0.99,0.63,443.0,395.0,295.0,236.0,2985.0,56.0,-638.0,2403.0,2327.5,2306.9,9.65,56.37
APD,2014-09-01,-71.0,-304.9,233.9,2.4,1.14,841.7,3.7,-145.6,-55.5,258.6,108.0,0.53,-0.08,0.42,0.25,107.8,108.0,103.7,-2.5,619.7,70.0,-776.8,-109.8,-24.3,-34.8,3.67,21.83
WDC,2018-06-01,-625.0,-738.0,113.0,1.1,0.12,1195.0,4.09,-1980.0,-646.0,1554.0,1646.0,3.22,0.89,4.56,0.0,1662.0,1646.0,1373.8,278.0,768.0,-1019.0,695.0,448.0,-46.4,-89.3,1.42,-11.19
MBT,2013-12-01,-120.2,-1151.3,1031.2,-0.1,1.0,1118.9,1.13,-930.3,-1454.5,-257.9,25.9,-0.26,1.46,-0.07,0.49,41.5,25.9,-68.7,1459.3,524.6,114.9,788.6,1492.0,-92.8,-152.3,0.92,2.86
ABT,2011-12-01,-297.0,-2058.0,1761.0,25.4,0.9,4149.7,2.69,-3539.7,-6185.6,-13759.7,-5364.8,-8.99,0.05,-2.18,0.16,-5132.6,-5364.8,-3364.3,101.8,234.0,12849.3,-5335.3,8326.0,-510.1,-631.5,-0.19,3.98
GWW,2018-12-01,69.0,-196.0,265.0,-0.4,4.39,460.0,8.32,-123.0,-334.0,796.0,199.0,19.34,3.78,2.63,0.3,202.0,199.0,130.4,196.0,0.0,-20.0,197.0,158.0,-105.4,-107.9,0.37,46.11
BAX,2012-12-01,1317.0,1167.0,150.0,-14.4,0.96,180.0,0.49,735.0,370.0,43.0,57.0,0.87,0.31,0.17,0.3,77.0,57.0,32.6,102.0,289.0,-142.0,22.0,145.0,-438.5,-425.4,0.06,9.33
CAH,2015-06-01,4109.0,4254.0,-145.0,-9.3,0.08,-293.0,-0.85,1515.0,-226.0,11447.0,289.0,41.72,0.24,0.61,0.16,292.0,289.0,171.2,49.0,16.0,1.0,770.0,787.0,9.7,14.6,0.08,15.09
VLO,2019-12-01,3709.0,3904.0,-195.0,-8.3,1.38,160.0,1.41,1853.0,2252.0,-8678.0,-662.0,-12.78,-1.46,-1.3,0.4,-571.0,-662.0,-612.2,-700.0,1160.0,927.0,171.0,2469.0,1865.3,1855.2,3.48,18.68
CAG,2017-05-01,-3294.3,-3577.3,283.0,-22.1,1.1,300.4,0.5,-2458.3,-1911.6,-837.2,573.2,-1.82,3.05,0.99,-0.1,572.2,573.2,426.5,1316.3,-89.0,-2311.4,1164.1,-1210.7,707.1,646.0,-0.09,2.98
STKL,2013-12-01,-1.4,-0.5,-0.9,0.5,-0.05,19.8,0.27,1.5,-0.2,-44.8,-16.2,-0.77,-0.5,-0.08,0.0,-18.9,-16.2,-5.5,-32.7,-0.9,16.7,-18.7,-2.8,-9.0,-12.6,-0.1,4.38
COP,2017-12-01,-16410.0,-11985.0,-4425.0,-61.2,-2.27,-4367.0,-2.27,-7572.0,-14009.0,6133.0,7301.0,5.4,2.2,3.71,0.06,7301.0,7301.0,4606.5,2760.0,2674.0,11621.0,-13120.0,1473.0,2455.0,2363.1,2.41,4.75
FDS,2013-08-01,-3.9,6.5,-10.5,-1.2,0.04,-2.1,0.08,0.0,-6.4,52.3,14.7,1.56,0.31,0.29,0.16,14.3,14.7,9.1,9.8,37.8,38.4,-79.7,0.2,26.7,26.7,1.05,10.08
ZBH,2011-12-01,515.4,771.9,-256.5,-14.0,1.43,-280.7,-0.38,585.4,295.6,231.6,36.7,2.63,1.08,0.41,0.0,38.2,36.7,30.8,163.9,-16.6,102.5,33.8,122.2,175.2,172.1,0.27,-0.26
IAG,2011-12-01,962.7,191.9,770.8,3.1,2.0,790.0,2.05,0.0,-798.5,576.1,273.8,1.51,1.44,0.39,0.15,274.5,273.8,149.2,544.0,169.1,593.6,-49.3,701.4,163.1,163.0,0.41,-1.95
BLL,2014-12-01,-249.4,-73.0,-176.4,-6.4,-0.54,-14.9,-0.24,-436.2,-211.6,101.9,45.8,1.93,0.31,0.23,0.0,48.2,45.8,43.7,63.2,173.0,-11.9,-642.0,-466.9,121.9,107.0,0.66,8.26
LYV,2012-12-01,213.5,287.9,-74.5,1.4,-0.63,-56.9,-0.27,34.5,-122.2,435.0,5.5,1.61,-0.42,0.1,0.0,21.2,5.5,18.7,-80.2,231.4,-51.8,24.5,205.3,162.1,160.5,1.08,1.0
CAT,2016-12-01,-3638.0,-1966.0,-1672.0,4.2,-3.03,-605.0,-1.1,-1233.0,-1150.0,-8474.0,-2775.0,-13.15,-4.34,-2.77,0.07,-2786.0,-2775.0,-1659.5,-2579.0,-1060.0,1737.0,751.0,1569.0,-3057.9,-3060.4,-1.14,24.78
GPRE,2016-12-01,588.6,568.3,20.3,-0.3,1.42,-78.2,-2.29,445.3,526.0,445.3,34.2,10.87,0.09,0.03,0.08,35.6,34.2,1.1,3.6,86.8,-389.4,296.7,-5.9,15.6,19.1,2.41,4.95
HBI,2012-12-01,-403.0,-608.8,205.8,3.0,0.51,255.5,0.65,-520.2,-527.6,91.4,-1.4,0.11,-0.26,0.02,0.0,-1.8,-1.4,9.8,-102.0,380.1,57.7,-422.8,15.8,518.2,513.9,1.09,3.5
SINA,2014-12-01,805.5,59.9,745.7,-7.8,17.7,878.4,16.21,0.0,-298.3,103.1,-49.0,1.86,2.04,-0.7,0.0,-46.2,-49.0,-46.8,131.7,27.3,407.8,-832.5,-409.1,-108.6,-113.5,0.33,-43.22
